state,county,2008D,2012D,2016D,2020D,2008R,2012R,2016R,2020R,2008O,2012O,2016O,2020O
NC,Wake,260697,271846,284051,290572,185311,211144,197645,202837,13158,11469,25246,38484
NC,Warren,7025,7002,6584,6021,3479,3364,3216,3314,107,67,158,266
NC,Washington,4010,3952,3622,3387,3022,2873,2661,2590,55,44,71,109
NC,Watauga,14033,13719,14193,15045,13652,14605,14051,14266,1179,911,1690,3342
NC,Wayne,21409,22194,21491,19715,26507,28033,27196,26960,778,402,980,1581
NC,Wilkes,8427,8451,7452,5968,21180,22125,23161,27484,453,287,545,654
NC,Wilson,19222,20385,19572,18497,17576,18909,18161,18154,513,329,672,1258
NC,Yadkin,4387,4132,3629,2801,12975,13536,13768,15101,315,275,444,754
NC,Yancey,4369,4306,3735,3193,5694,5579,5994,7140,230,204,319,510
ND,Adams,966,795,572,362,1083,1092,874,1031,62,42,75,111
ND,Barnes,2786,2646,2066,1283,2708,2971,3034,4450,324,230,427,784
ND,Benson,1739,1519,1141,602,1002,1023,860,1177,105,77,181,354
ND,Billings,917,796,569,441,822,789,543,543,22,16,35,71
ND,Bottineau,1623,1486,1036,482,2215,2343,2342,3293,143,119,209,362
ND,Bowman,953,807,555,315,1414,1415,1323,1762,74,51,92,137
ND,Burke,875,780,552,478,937,927,789,1076,25,24,30,50
ND,Burleigh,13875,13894,12243,9315,26291,28760,30510,41416,3549,1855,5483,9247
ND,Cass,35225,32310,32364,31320,23764,32737,35457,70263,7920,4091,13985,20717
ND,Cavalier,1186,1100,720,375,1246,1304,1244,1900,104,71,136,209
ND,Dickey,1325,1163,784,314,1635,1720,1610,2227,103,88,147,246
ND,Divide,890,780,551,448,948,905,770,1000,62,48,83,133
ND,Dunn,861,785,538,453,1600,1616,1555,2104,63,31,82,128
ND,Eddy,948,799,568,386,877,815,689,896,52,39,66,103
ND,Emmons,879,757,554,497,1539,1550,1513,2102,73,69,79,99
ND,Foster,1059,894,598,233,1128,1150,1095,1658,77,53,101,156
ND,Golden Valley,918,793,566,433,973,931,742,856,37,25,46,74
ND,Grand Forks,14180,13957,12345,9486,12965,14928,16418,24054,2103,1277,3140,6079
ND,Grant,893,814,538,366,927,1103,927,1548,182,0,155,0
ND,Griggs,973,826,556,276,917,929,771,1074,64,44,89,143
ND,Hettinger,911,784,557,422,1170,1165,995,1242,61,53,68,90
ND,Kidder,888,797,536,383,1078,1024,964,1338,67,64,74,95
ND,LaMoure,1197,1037,701,299,1482,1509,1411,1923,99,84,135,213
ND,Logan,931,795,562,392,1025,989,826,1017,44,32,52,76
ND,McHenry,1185,1200,748,445,1667,1739,1800,2746,147,123,220,394
ND,McIntosh,1008,818,567,250,1081,1158,1015,1498,63,44,84,134
ND,McKenzie,1267,1188,832,537,2599,2498,3023,4614,147,106,227,421
ND,McLean,2072,1976,1450,834,3217,3222,3504,4795,208,177,297,541
ND,Mercer,1648,1492,998,338,3038,3176,3434,4978,190,174,258,424
ND,Morton,4792,4675,3813,2503,8787,9128,10462,14350,835,560,1030,1787
ND,Mountrail,1726,1643,1355,1249,2059,2035,2197,3160,155,128,237,437
ND,Nelson,1218,1065,722,330,984,1001,913,1395,85,60,118,189
ND,Oliver,918,798,552,379,970,885,763,958,44,39,53,81
ND,Pembina,1696,1581,1056,402,1678,1898,1989,3339,154,134,217,363
ND,Pierce,1113,953,651,317,1560,1612,1408,1714,105,75,153,258
ND,Ramsey,2488,2406,1867,1237,2524,2673,2907,4428,309,236,434,849
ND,Ransom,1673,1627,1116,574,1133,1138,1098,1687,161,120,238,432
ND,Renville,915,784,551,394,1071,1021,909,1200,60,34,75,115
ND,Richland,3471,3422,2654,1636,3504,4076,4472,7315,436,256,548,974
ND,Rolette,3427,3503,2649,1606,1181,1219,1129,1675,226,168,321,610
ND,Sargent,1408,1352,913,500,950,993,936,1534,105,76,161,281
ND,Sheridan,930,793,569,421,816,822,608,765,29,19,33,49
ND,Sioux,1407,1163,912,561,829,771,557,592,93,48,147,261
ND,Slope,918,798,567,433,860,789,556,514,17,14,18,29
ND,Stark,3492,3123,2493,1331,8084,8725,9148,11756,480,356,589,1010
ND,Steele,925,801,564,422,754,764,533,660,47,30,69,120
ND,Stutsman,3957,3849,3117,2102,5324,5703,6359,9236,547,346,665,1133
ND,Towner,940,809,561,377,791,790,641,928,68,50,91,144
ND,Traill,2253,2069,1609,979,1802,2008,2077,3354,214,169,318,618
ND,Walsh,2423,2396,1681,795,2407,2771,2798,4354,268,215,358,636
ND,Ward,8876,8598,7139,4492,14739,16524,18273,26043,1978,1143,2869,5461
ND,Wells,1064,948,654,440,1756,1779,1688,2193,102,70,132,204
ND,Williams,2922,2641,2203,1525,7702,7658,9011,12180,563,380,746,1465
OH,Adams,3900,4234,3146,2226,7010,7144,8180,11273,252,172,300,387
OH,Allen,17396,17515,15297,11444,26574,29081,29598,37049,1281,576,1483,1217
OH,Ashland,8477,8613,7036,4696,14971,16307,17349,22124,813,191,1052,658
OH,Ashtabula,22175,23104,19110,12216,18403,19459,22701,33970,1313,844,1359,1296
OH,Athens,19057,18791,17825,16487,9354,9206,10994,15444,995,726,1129,1467
OH,Auglaize,6198,6126,4980,3215,16537,18054,18649,22589,518,345,623,910
OH,Belmont,12970,14017,11648,9938,17087,18215,20155,26966,682,333,784,762
OH,Brown,6984,7420,5646,3338,12454,12889,14163,17971,383,250,457,584
OH,Butler,64977,63392,60318,60552,94932,107535,106918,112826,8552,4619,10325,6123
OH,Carroll,5778,5930,4445,2472,7427,7630,8669,11764,390,287,466,614
OH,Champaign,6955,7346,5742,3680,11112,11686,12459,15493,457,228,542,688
OH,Clark,27421,30188,26313,20773,32992,33096,34668,42122,2118,798,2589,1406
OH,Clermont,28904,28952,27186,23408,61713,69514,66242,71675,4282,2066,5167,3466
OH,Clinton,6078,6000,4948,3304,12320,12842,13725,16922,387,273,499,700
OH,Columbiana,17738,19051,16157,13374,27263,27350,30421,40667,1439,692,1585,1151
OH,Coshocton,6938,7195,5406,2846,8893,8956,10266,13708,403,185,468,459
OH,Crawford,7541,7832,6034,3509,11459,12297,13581,18595,552,178,661,541
OH,Cuyahoga,442966,455473,378111,413075,156385,188254,187427,211117,17279,10489,26222,21450
OH,Darke,7139,7232,5784,3809,17215,18911,19871,25239,554,258,640,687
OH,Defiance,7719,7874,6438,4284,10048,10624,11542,15128,617,292,723,913
OH,Delaware,39018,38814,39885,41984,55209,63232,58208,57895,4874,2267,6190,4925
OH,Erie,20859,21379,18558,13756,16947,18017,19581,25720,988,295,1276,945
OH,Fairfield,27187,28623,25897,19663,40461,42698,42556,49162,2735,1357,3095,1984
OH,Fayette,4285,4533,3490,2450,7225,7062,7766,9601,248,154,312,487
OH,Franklin,330570,349675,351901,364268,172804,215942,199644,219020,18790,12606,28595,25400
OH,Fulton,8924,9168,7398,4693,10858,11971,13493,19533,771,348,949,1217
OH,Gallia,4089,4709,3558,3124,8491,8346,9423,12004,281,228,373,519
OH,Geauga,19963,20170,19040,17475,27309,30595,29327,32128,1315,548,1554,1257
OH,Greene,31543,31893,29842,26426,48392,52280,49325,48404,3621,1982,4368,3913
OH,Guernsey,6847,7654,5759,3890,9331,9550,10926,14791,429,152,494,420
OH,Hamilton,214965,221594,221553,226018,139480,195290,170762,211118,16560,10030,25487,21624
OH,Hancock,12391,12452,10870,8143,20080,22432,23837,32565,1347,453,1717,1306
OH,Hardin,4775,4952,3814,2489,7602,7810,8513,11059,351,261,455,618
OH,Harrison,3310,3299,2497,1666,4163,4134,4685,6471,203,133,243,331
OH,Henry,5842,5832,4679,2926,7463,8264,9140,13364,465,305,575,902
OH,Highland,6278,6358,4941,2880,12186,12426,13647,17041,375,241,458,564
OH,Hocking,5864,6418,4859,3219,6658,6601,7851,11012,337,217,403,536
OH,Holmes,3113,2915,2334,1497,7766,8731,8661,10944,308,205,388,570
OH,Huron,10746,11137,8924,5612,12411,13546,15713,23141,774,361,900,905
OH,Jackson,4860,5372,4166,3345,8500,8462,9515,12199,308,186,372,433
OH,Jefferson,14052,15165,12736,11037,18614,19057,20658,25808,789,258,970,710
OH,Knox,10338,10741,9261,7236,16944,18336,19057,23050,765,510,872,1076
OH,Lake,55574,57644,50730,45009,54742,61660,59805,72801,4733,2482,5316,2539
OH,Lawrence,9509,10756,8786,7612,16100,16358,18183,23338,511,221,596,616
OH,Licking,31754,33625,29631,21309,44680,47051,47651,59132,3256,1769,3582,2292
OH,Logan,7213,7285,5823,3597,13852,14616,15729,19747,478,322,582,774
OH,Lorain,78818,82726,72555,71047,56801,63598,61857,74296,6100,3081,7038,2909
OH,Lucas,133678,132454,116896,120318,48471,67024,65921,119950,12499,6730,16340,10734
OH,Madison,6492,7080,5620,4071,10484,10934,11554,14120,445,276,549,795
OH,Mahoning,63352,74236,63383,59867,43365,43928,47939,67918,3940,1363,4985,1666
OH,Marion,11684,12644,9941,6250,14359,15086,16964,23413,801,226,1010,703
OH,Medina,38778,38353,35214,29694,49042,53878,52191,57986,3524,1976,4017,3082
OH,Meigs,3698,4218,3088,2436,6333,6225,6932,8827,257,243,342,518
OH,Mercer,5388,5089,4261,2834,15513,17187,17449,20928,463,342,565,875
OH,Miami,16740,16955,15107,12606,33900,36517,36308,41277,1707,456,2268,1106
OH,Monroe,3040,3283,2479,2172,3652,3608,4266,6262,187,157,222,280
OH,Montgomery,139254,134555,125239,127913,108812,123651,123380,133889,13453,6991,19217,14982
OH,Morgan,3016,3111,2310,1502,3691,3370,4063,5660,198,131,232,337
OH,Morrow,5893,6223,4782,2981,10304,10562,11577,14587,417,268,512,670
OH,Muskingum,15957,17001,13834,9195,19963,20621,23596,33950,1066,550,1199,1089
OH,Noble,2319,2406,1759,1332,3723,3668,4167,5809,177,97,194,220
OH,Ottawa,11144,11770,9780,7072,10166,10911,12327,17377,623,257,765,877
OH,Paulding,3936,3850,2918,1578,5211,5428,6136,8819,280,190,345,474
OH,Perry,6628,7287,5468,3493,8432,8264,9539,12316,365,164,420,430
OH,Pickaway,8829,9846,7760,5465,14945,15455,16661,20305,584,253,697,809
OH,Pike,5611,5983,4596,3078,6508,6120,7359,9926,286,140,325,396
OH,Portage,39281,39303,35667,30390,35569,37600,38233,45308,2903,1485,3174,1716
OH,Preble,6194,6494,5378,4454,13855,14579,15285,18125,429,305,515,684
OH,Putnam,4864,4603,3765,2351,12686,14086,14889,19483,451,275,550,783
OH,Richland,22492,22095,19082,14095,31211,34238,35080,45613,2042,689,2555,1251
OH,Ross,13597,14858,12302,9009,16577,16623,18489,24011,942,531,969,1006
OH,Sandusky,13834,14381,11894,8056,13189,14276,16156,23016,993,500,1187,1342
OH,Scioto,12048,14529,11920,11249,16815,17063,20033,28875,577,247,677,606
OH,Seneca,11346,11402,9223,5685,12457,13581,14983,20918,1029,580,1197,1482
OH,Shelby,6684,6655,5360,3376,16548,18062,18491,21990,478,235,558,665
OH,Stark,87465,88091,74867,75072,78854,93492,91812,104423,8568,4764,9635,4014
OH,Summit,140535,152055,140306,142826,94843,112022,111599,120298,12592,6486,17273,12404
OH,Trumbull,51499,57724,48529,41611,42468,41416,44807,57564,3259,547,4588,670
OH,Tuscarawas,18252,17706,14860,10012,19080,22006,25242,41176,1421,573,1680,1127
OH,Union,8577,8830,8066,7089,16241,17443,18004,21151,874,331,1097,1225
OH,Van Wert,4684,4298,3545,2118,8577,9617,10325,14470,339,183,407,526
OH,Vinton,2397,2662,1874,1420,3317,3035,3563,4860,162,136,218,315
OH,Warren,33620,32994,33934,35666,72252,83014,78585,82190,5665,2809,7398,6589
OH,Washington,11039,11902,9809,7522,17537,18672,20133,25708,677,395,784,931
OH,Wayne,19522,19575,17309,13486,27109,30356,31016,40154,1752,490,2297,1101
OH,Williams,7253,7349,5671,3024,9014,10071,11619,17768,537,350,645,963
OH,Wood,31384,31538,28749,23098,26003,29237,31242,45399,3864,2113,4807,4622
OH,Wyandot,4283,4358,3305,1908,6056,6306,7133,10141,342,264,440,692
OK,Adair,1900,2257,1690,1894,4611,4581,4761,5856,129,0,291,22
OK,Alfalfa,872,769,554,502,2121,1964,1959,2398,0,0,34,259
OK,Atoka,1179,1400,1008,1330,4003,3754,3905,4353,0,0,47,202
OK,Beaver,880,787,555,474,2364,2277,2099,2268,0,0,22,316
OK,Beckham,1559,1634,1233,1255,6193,5911,6171,6751,55,0,215,11
OK,Blaine,1137,1197,843,856,3191,3052,2986,3343,0,0,85,91
OK,Bryan,3287,3744,3397,4608,9842,10092,10264,11162,187,8,358,65
OK,Caddo,3063,3319,2836,3123,6435,6122,6490,7430,164,0,331,46
OK,Canadian,11425,11226,11629,12412,39030,38515,39433,42959,0,0,0,0
OK,Carter,4717,5050,4623,5333,13323,13289,13782,15094,191,54,359,81
OK,Cherokee,5766,6221,6113,7900,9085,8843,9835,12213,142,42,326,135
OK,Choctaw,1426,1639,1334,1923,4149,3784,4031,4480,0,0,54,173
OK,Cimarron,888,785,562,485,1318,1290,1037,1100,0,0,12,360
OK,Cleveland,40910,35677,38908,43768,61993,60648,60083,69869,1117,0,1992,0
OK,Coal,558,775,503,976,2111,1906,1836,1917,0,0,28,290
OK,Comanche,13142,13032,12332,11276,18497,18783,19868,24463,0,0,0,0
OK,Cotton,854,870,581,615,2176,2000,1980,2254,0,0,40,232
OK,Craig,1854,1950,1573,1748,4130,3827,4147,4970,0,0,148,26
OK,Creek,6521,7168,6796,8430,20392,20524,21575,25114,32,0,218,154
OK,Custer,2665,2594,2341,2440,7873,7910,7933,8606,197,33,368,75
OK,Delaware,4392,4451,3980,4076,10877,10970,11551,13116,194,23,365,72
OK,Dewey,863,776,552,507,2166,2002,1944,2188,0,0,18,337
OK,Ellis,835,764,550,562,1874,1777,1636,1829,0,0,18,337
OK,Garfield,5302,5098,4836,4747,15859,16256,16727,19437,69,11,258,159
OK,Garvin,2512,2726,2306,2714,7944,7551,8132,9247,162,0,328,44
OK,Grady,4902,5030,4520,4600,15792,16238,17068,19679,130,38,317,142
OK,Grant,876,762,558,512,2017,1875,1833,2185,0,0,26,297
OK,Greer,809,758,534,567,1806,1586,1514,1634,0,0,28,289
OK,Harmon,895,777,566,492,1001,884,724,794,0,0,9,372
OK,Harper,878,778,562,509,1592,1473,1337,1491,0,0,12,357
OK,Haskell,1032,1288,1046,1825,3675,3327,3545,3995,0,0,55,170
OK,Hughes,1425,1553,1227,1573,3451,3109,3311,3806,0,0,68,128
OK,Jackson,2351,2247,1823,1465,6346,6302,6272,6958,136,0,299,27
OK,Jefferson,877,839,598,664,2072,1855,1838,2030,0,0,22,315
OK,Johnston,1156,1309,958,1215,3104,2872,2980,3436,0,0,47,202
OK,Kay,4782,4876,4396,4516,11994,12204,12746,15295,172,51,349,107
OK,Kingfisher,1254,1147,889,783,5244,5146,5260,6116,0,0,77,106
OK,Kiowa,1308,1334,963,905,2733,2532,2584,3044,0,0,43,220
OK,Latimer,1096,1316,973,1403,3245,2874,3021,3304,0,0,57,162
OK,Le Flore,3773,4621,4001,5371,12171,12185,12999,14863,197,32,368,75
OK,Lincoln,3126,3424,2886,3139,10677,10463,10875,11812,196,54,361,72
OK,Logan,5484,5043,4727,4040,12906,13226,13547,14779,128,37,315,144
OK,Love,1243,1259,935,987,3015,2669,2813,3118,0,0,43,216
OK,McClain,3460,3426,3171,3366,11846,11980,12726,14523,189,54,358,85
OK,McCurtain,2212,2545,2172,2905,8252,8198,8471,9304,18,0,180,15
OK,McIntosh,2459,2851,2548,3638,5357,4912,5326,6005,126,0,288,21
OK,Major,887,780,550,449,3055,2903,2959,3553,0,0,51,181
OK,Marshall,1500,1580,1296,1604,4191,3969,4067,4456,0,0,78,105
OK,Mayes,4448,4931,4307,5005,10751,10595,11306,12844,196,54,361,71
OK,Murray,1444,1681,1289,1638,4121,3871,4055,4640,14,0,176,16
OK,Muskogee,9342,10075,9295,10081,14925,14794,15384,17272,101,26,291,154
OK,Noble,1328,1351,1027,1043,3929,3741,3792,4328,5,0,169,18
OK,Nowata,1399,1476,1025,920,3443,3100,3240,3558,0,0,66,133
OK,Okfuskee,1467,1478,1156,1217,2968,2607,2755,3098,0,0,86,88
OK,Oklahoma,116541,107726,109755,111884,138870,143328,139192,154233,4705,325,6571,1080
OK,Okmulgee,5013,5511,5086,6178,8920,8473,8932,9665,198,35,369,75
OK,Osage,6640,6945,6348,6547,12293,12243,12634,13715,189,54,358,84
OK,Ottawa,3446,3682,3219,3687,6805,6793,7454,9562,173,0,341,53
OK,Pawnee,1835,1986,1624,1932,4832,4557,4697,5156,71,0,231,12
OK,Payne,10128,9884,9452,8820,16612,17310,17659,20750,0,0,0,0
OK,Pittsburg,3830,4724,4380,6533,12075,11913,12611,14150,187,54,357,88
OK,Pontotoc,3991,4110,3968,4819,9947,9754,10344,11734,193,54,360,77
OK,Pottawatomie,6936,7383,6784,7232,17636,17870,18266,20234,0,0,141,120
OK,Pushmataha,1009,1193,907,1403,3635,3320,3464,3815,0,0,54,171
OK,Roger Mills,837,778,539,508,1867,1646,1552,1591,0,0,18,337
OK,Rogers,9013,9400,8991,10009,28436,28601,29983,34810,0,0,0,0
OK,Seminole,2538,2743,2418,2988,5669,5264,5623,6400,132,0,295,24
OK,Sequoyah,3366,4152,3624,4997,10071,10243,10603,11770,176,0,345,56
OK,Stephens,3676,4045,3642,4480,14218,14134,14478,15627,199,39,369,76
OK,Texas,1159,1077,886,965,5211,5213,4934,5101,96,0,257,14
OK,Tillman,1175,1146,819,733,2298,2063,2035,2294,0,0,33,265
OK,Tulsa,94529,83590,84772,91654,146789,141916,142766,149882,3322,0,4783,405
OK,Wagoner,7970,8152,7532,7409,21516,22002,22761,25738,0,0,149,125
OK,Washington,5661,5775,5535,6162,15917,16710,16538,17812,54,4,242,158
OK,Washita,1050,1049,755,826,3966,3752,3837,4326,0,0,77,106
OK,Woods,1055,936,674,544,3138,2952,2991,3494,0,0,86,90
OK,Woodward,1454,1385,1073,976,6618,6396,6426,6690,140,0,304,29
OR,Baker,2901,2710,2235,1624,5550,5828,6087,7871,471,410,570,899
OR,Benton,28938,28077,28962,32100,12334,14476,14716,20170,6258,3276,9067,10381
OR,Clackamas,102959,98161,97861,103132,58232,87941,79705,126034,16904,10002,25883,20920
OR,Clatsop,10374,10502,9900,9370,6663,7281,7947,11332,1492,832,1641,1722
OR,Columbia,12458,12587,11376,9715,10245,11121,12685,18192,2286,1399,2529,2433
OR,Coos,13036,13392,11994,10520,13770,15007,17756,27409,2088,1369,2143,1849
OR,Crook,3648,3363,3009,2469,6859,7045,7918,10656,615,338,693,968
OR,Curry,5116,4966,4677,4574,6442,6770,7110,9149,684,469,733,971
OR,Deschutes,41500,38842,41157,45629,35953,42507,41510,54755,10678,5333,14602,11155
OR,Douglas,17952,17256,15861,13535,26042,29910,32647,51587,4033,2458,4475,3402
OR,Gilliam,941,800,560,363,911,846,658,747,61,50,83,136
OR,Grant,1327,1125,863,552,2886,2999,3067,4151,220,184,306,546
OR,Harney,1269,1113,818,524,2789,2747,2810,3573,214,179,301,517
OR,Hood River,6578,6380,6458,6765,2977,3414,3293,4673,656,398,789,1296
OR,Jackson,49160,45634,45768,47296,37304,46900,47423,76140,12316,6327,17659,14402
OR,Jefferson,3804,3572,3267,2900,4680,4767,5152,6782,567,245,682,983
OR,Josephine,15864,15515,14686,13466,20574,23423,25665,38286,3190,1967,3368,2372
OR,Klamath,8836,8682,7937,6725,16403,18613,20718,30881,1955,1192,2084,1932
OR,Lake,1271,1068,789,448,2749,2879,2896,3895,160,155,228,388
OR,Lane,111416,102730,102005,105745,43919,60299,58921,102246,17327,11038,26572,23105
OR,Lincoln,13798,14229,13410,12741,8234,8863,9834,13829,1828,1046,1984,1838
OR,Linn,20557,20569,19412,17569,26143,29068,31618,46234,7441,3937,9466,7026
OR,Malheur,3129,3012,2564,2078,6565,6986,7273,9505,558,335,650,956
OR,Marion,61904,58297,57885,62187,40294,58489,55492,96420,14509,8049,20950,15275
OR,Morrow,1631,1478,1196,987,2678,2670,2659,3335,239,192,327,569
OR,Multnomah,271198,280909,280326,291120,36606,69919,70497,212576,21689,17317,32228,31926
OR,Polk,16941,17231,17041,17383,16507,18275,19222,24861,4181,2205,5098,4379
OR,Sherman,902,786,556,436,953,882,697,769,47,32,62,100
OR,Tillamook,6932,6748,6275,5637,5270,5684,6320,9337,896,530,1009,1311
OR,Umatilla,9108,9079,8360,7382,14303,15895,17075,22911,1970,1087,2214,2130
OR,Union,4545,4352,3805,3081,7016,7684,8293,11625,781,501,873,1234
OR,Wallowa,1767,1536,1286,989,2895,2942,2866,3535,237,204,322,567
OR,Wasco,5853,5632,5231,4719,4800,5219,5623,8087,812,462,928,1305
OR,Washington,147930,136811,143351,140638,53964,90362,77450,149450,18478,11972,28407,25102
OR,Wheeler,921,804,556,382,810,767,563,645,50,46,58,84
OR,Yamhill,19839,19829,19862,20256,19392,22045,22986,30715,5845,3132,7210,5459
PA,Adams,15988,15313,15000,14130,25677,27529,29929,41296,1161,626,1325,1609
PA,Allegheny,360176,355517,350618,361837,251791,263781,259535,271977,17750,11640,27039,23714
PA,Armstrong,9205,9362,8575,8525,19534,21351,22553,29211,523,367,614,878
PA,Beaver,35864,35947,34353,35265,45520,45562,46195,51011,1967,1149,2066,1643
PA,Bedford,5500,5228,4529,3529,16682,17906,19182,24316,268,174,331,469
PA,Berks,94788,79896,81273,84739,71961,89508,86730,106901,8454,4472,10621,7275
PA,Blair,17567,16711,15631,13946,30878,34289,36188,50785,1135,733,1241,1590
PA,Bradford,9154,8856,7581,5254,14409,15263,17785,25929,628,241,759,840
PA,Bucks,185162,158428,169519,159525,139781,158589,164161,170764,13582,7139,19304,14469
PA,Butler,30543,28686,29293,31524,59286,65001,62483,67100,3135,1585,3653,2680
PA,Cambria,26979,23154,22301,21633,32146,36386,37946,54042,1556,821,1626,1131
PA,Cameron,1163,1013,701,384,1513,1491,1475,2070,65,0,55,59
PA,Carbon,12075,11992,10440,7993,14920,15277,17556,23297,711,536,749,970
PA,Centre,41173,32504,38161,43892,33770,36069,35513,38267,2303,1782,3912,8351
PA,Chester,145778,122947,134322,129402,100577,122871,117316,122800,11605,5828,16716,13830
PA,Clarion,6174,5516,5068,3925,11020,11529,12281,15020,371,287,485,761
PA,Clearfield,12438,11641,10054,7225,18826,20983,23562,35151,638,303,734,793
PA,Clinton,6525,6028,5468,4226,7943,7823,9319,12818,368,286,469,819
PA,Columbia,11705,11179,10116,7989,14240,15142,17511,25122,737,460,885,1384
PA,Crawford,14864,14532,12885,10499,20597,22093,24131,32786,946,677,1016,1336
PA,Cumberland,49896,45418,47158,49736,57652,68748,65219,77587,5104,2773,6502,5894
PA,Dauphin,70169,65699,64929,67974,46188,56814,54924,77729,4758,2658,5782,4752
PA,Delaware,163173,174780,179578,181258,89061,110987,108953,121981,10275,5357,13249,8876
PA,Elk,6453,5917,4994,3158,7124,7657,9147,14077,339,141,384,470
PA,Erie,72203,67318,61964,62216,41616,48486,52276,86749,4692,2516,5408,3272
PA,Fayette,20301,20807,20493,23192,29175,28749,32273,42773,857,555,859,986
PA,Forest,1283,1177,819,503,1610,1530,1554,2116,56,35,70,109
PA,Franklin,19312,18776,18299,17093,43831,46656,46606,53719,1609,925,2029,2913
PA,Fulton,1764,1620,1213,768,5050,5023,5380,6675,102,69,131,196
PA,Greene,6947,6411,5609,4101,8984,9061,10084,12610,292,191,336,511
PA,Huntingdon,6205,5793,5240,4168,12235,12863,13994,17644,363,204,445,613
PA,Indiana,15216,15029,13375,10998,20534,22411,23752,31080,758,510,868,1144
PA,Jefferson,5843,5297,4613,3216,12142,13428,14727,20317,386,243,452,660
PA,Juniata,3085,2889,2342,1589,6717,7041,7796,10604,221,159,281,469
PA,Lackawanna,63968,60991,55663,53437,37094,35560,43658,70915,1120,1133,2861,10710
PA,Lancaster,99492,87795,89733,93174,97823,136578,131963,176709,11449,6475,19076,22017
